title,date,country,description,keywords,categories,source_url,page,source_category
We Buy Trendy Products Specially Interest in Skincare/Cosmetic/Houseware,"1 Nov, 2018",Hong Kong,looking for supplier to enhance our product ranges. welcome for any manufacturer/trader from anywhere to promote their products.,"skincare,cosmetic,houseware,wholesale","Personal Care,Other Skin Care",https://importer.ec21.com/buy-lead/We-Buy-Trendy-Products-Specially--24211190.html,13,
We Buy Dermal Fillers AndCosmeticSkin Care,"11 May, 2018",Kuwait,All types of dermal fillers and keybella or belkyra andcosmeticskin care like chemical peeling and serums,"Skin care,Skin serum,Dermal fillers","Health & Medical,Other Medical Supplies",https://importer.ec21.com/buy-lead/We-Buy-Dermal-Fillers-And--24181143.html,13,
We Buy Mediheal Mask Pack & Skin CareCosmetic,"27 Oct, 2017",Vietnam,"I want to buy mediheal mask to sell as a wholesaler in vietnam.
Pls send me your quotation and your minimum order of quantity and other terms.
Thanks and best regards",,"Personal Care,Face Mask",https://importer.ec21.com/buy-lead/We-Buy-Mediheal-Mask-Pack--24143021.html,13,
Buy MAGIC EYECosmeticContact Lens,"13 Mar, 2017",Chile,"I need to buy MAGIC EYE dePolytouchcosmeticlenses. Co., Ltd, so I require contact with the supplier, to define costs, quantities and colors, urgent for shipping to Chile. The mode of payment would be by Mastercard or Pay Play. The amounts would be 20, 50, 100 or more pairs, according to cost.",,"Timepieces, Jewelry, Eyewear,Contact Lenses",https://importer.ec21.com/buy-lead/Buy-MAGIC-EYE-Cosmetic-Contact--24082212.html,13,
"Buy wholesale Koreancosmetics(innisfree, etude house, etc.)","29 May, 2017",United States,"I'm searching to buy wholesalescosmetics sold in Korea: Innisfree, Etude house, Natural republic, Thefaceshop, Tonymoly, Iope, It's skin,Missha, Skinfood, Pony effect, etc.
Please send me supplying rates, MOQ, delivery time, etc.",,"Personal Care,Other Skin Care",https://importer.ec21.com/buy-lead/Buy-wholesale-Korean-cosmetics--24106996.html,13,
We Buy EuropeanCosmetics,"3 Nov, 2017",Korea,"To whom may it concerned
we're a trading company. 
Now. we are interested in various Europeancosmetics. 
Please give us any quotation for this item and let us know your lead time, payment method & condition. 
Also, please let us know if you have any distributor for your item in Korea. 
We will look forward to hearing you soon. 
Thank you 
Sinae",,"Personal Care,Other Skin Care",https://importer.ec21.com/buy-lead/We-Buy-European-Cosmetics--24144319.html,14,
We Buy Korean PurchaseCosmetics,"16 Jul, 2018",Singapore,"looking to purchasecosmetics sets for resale in Singapore 
Companies looking to sell have to furnish certificates certifying the safety of their products.","cosmetics,moisturiser,SPF,toiletries","Personal Care,Face Cream & Lotion",https://importer.ec21.com/buy-lead/We-Buy-Korean-Purchase-Cosmetics--24191800.html,14,
Buy Buying High EndCosmetics,"12 Jan, 2017",Korea,"We need high endcosmetics and purfume.
YSL, FRESH, LAMER, GIORGIO ARMANI, 
DIOR, KIEHL'S, GIVENCY, MAC, CHANEL, 
LA PRAIRIE, LANCOME, ESTEE LAUDER,
CLINIQUE, SISLEY, BIOTHERM, TOMFORD
GUERLAIN,BURBERRY and so on..
Everything we want.
Give me a message. thanks.","cosmetics,perfume,lipstick,high end","Personal Care,Other Skin Care",https://importer.ec21.com/buy-lead/Buy-Buying-High-End-Cosmetics--24063777.html,14,
Buy Coreana Edally EX Aqua Mask Sheet 1Box * 10ea 100% KoreanCosmetic,"8 May, 2017",China,"factory direct sale facial mask sheet,Only factory please
we would like to see some picture of your sheet mask production.",,"Personal Care,Other Skin Care",https://importer.ec21.com/buy-lead/Buy-Coreana-Edally-EX-Aqua--24099936.html,14,
We Buy OrganicCosmetic,"2 Feb, 2018",Vietnam,"Dear Sir/ Madam,
My name is Flora - import and export staff of Vina Company, specializing in naturecosmetics. We have a chain stores in every province, leading dealers of supplying skin care products from foreign in Vietnam. We have seen from the website EC21 that you have provided products from Brand. We want to find news products from Korean to increase choices for our customers, complete with",cosmetic,"Personal Care,Face Cream & Lotion",https://importer.ec21.com/buy-lead/We-Buy-Organic-Cosmetic--24163460.html,14,
We Buy We Want To Buy YourCosmetics,"16 Jun, 2018",Benin,"we want to import yourcosmetics and other body care products on bulk and monthly shipment.
kindly revert back to us with your full products list and prices plus your packing details.","cosmetics,saop,body lotion,shampool","Personal Care,Body Lotion",https://importer.ec21.com/buy-lead/We-Buy-We-Want-To--24187998.html,14,
We Buy BrandedCosmetics,"14 Nov, 2017",China,"We are a Chinese ecommerce and wholesale company called Kuajing.com LTD. We buy from the world and sell in China. We are looking for brandedcosmetics products such as: NYX, MAC, Filorga, Origin,NARS, YSL, Lancome, Estee Lauder,L'OCCITANE, ELF, Catrice, Revlon, Bourjois, La Prairie, La Mer, Valmont etc. Please feel free to contact me if you have something to offer.
Thank you.","Filorga,MAC,Revlon,Bourjois","Personal Care,Other Skin Care",https://importer.ec21.com/buy-lead/We-Buy-Branded-Cosmetics--24146353.html,14,
We BuyCosmeticProducts,"21 Jun, 2017",Ukraine,"we want to purchase skincare andcosmeticproducts in large quantity,
Payment term - L/C or T/T
Seaport - Odessa Seaport
Quantity Purchase - 4X40ft Containers
Any interested suppliers should contact for business",cosmetic,"Personal Care,Other Skin Care",https://importer.ec21.com/buy-lead/We-Buy-Cosmetic-Products--24112990.html,14,
We Buy Promotional Gift Items Related To BabyCosmetics,"3 Jan, 2019",Saudi Arabia,"We are a company based in Jeddah, Saudi arabia and we are engaged in 
Manufacturing and selling of baby carecosmetics products and baby Diapers.
We are looking for promotional gift items which is suitable for baby
Care products. 
We are interested in Yoyo Watch, Bags, Kids Diaper Bags Or any such related items which are suitable for our industry.",,"Gifts & Crafts,Promotional Gifts",https://importer.ec21.com/buy-lead/We-Buy-Promotional-Gift-Items--24220457.html,14,
We Buy MilkCosmeticsCoffee,"2 Aug, 2018",Germany,"We are searching for Baby Powdermilk (Aptamil, Töpfer, Hipp)Cosmetics and coffee, expecially coffee capsules.","Baby Milk,Cosmetics,Coffee,Bio Organic","Food & Beverage,Baby Food",https://importer.ec21.com/buy-lead/We-Buy-Milk-Cosmetics-Coffee--24196370.html,14,
We Buy We WantCosmeticsand Perfume Quotations,"15 Aug, 2018",Hong Kong,"This is Hongkong Kenchow Limited who mainly concentrates on import and export affairs. Right now, with the rapid growth of market demands, we want to have more luxury products imported. Therefore, we want a reasonable quotation of both high endcosmetics and perfumes like YSL, ARMANI, BURBERRY, TOM FORD, GIVENCHY, DIOR, LA MER, MAX FACTOR, ANESSA AND ESTEE LAUDER TO HONGKONG. Hope a candid reply","perfume,cosmetics,rouge,makeup","Personal Care,Perfume",https://importer.ec21.com/buy-lead/We-Buy-We-Want-Cosmetics--24197984.html,14,
We Buy LuxuriousCosmetics,"11 Dec, 2017",Hong Kong,"Dear All,
Hi. 
I am Kristi from Hong Kong company, please feel free to contact with me soon oncosmetics / perfume soon!
Thank you!
Best regards,
Kristi",,"Personal Care,Other Makeup",https://importer.ec21.com/buy-lead/We-Buy-Luxurious-Cosmetics--24152304.html,14,
We Buy Korean-blush-cosmetics,"21 Mar, 2018",Hong Kong,"Dear Sir,
I m Kenneth Chang, as a manager of BBZONE WORLDWIDE LIMITED which is an import/export company based in Hong Kong. We deal in the field ofcosmetics & skincare products. We have a large network of suppliers worldwide and thus work with external supplies answering effectively for needs of wholesaler and trading companies. 
We currently interested in Sulwhasoo, Hera, Skinfood, April Skin,",,"Personal Care,Blush",https://importer.ec21.com/buy-lead/We-Buy-Korean-blush-cosmetics--24171700.html,14,
We Buy Jeffree StarCosmeticsVelour Lipp,"21 Mar, 2018",Hong Kong,"Dear Sir,
I m Kenneth Chang, as a manager of BBZONE WORLDWIDE LIMITED which is an import/export company based in Hong Kong. We deal in the field ofcosmetics & skincare products. We have a large network of suppliers worldwide and thus work with external supplies answering effectively for needs of wholesaler and trading companies. 
We currently interested in Anastasia, Tarte, Urban Decay, Baremine",,"Personal Care,Lipstick",https://importer.ec21.com/buy-lead/We-Buy-Jeffree-Star-Cosmetics--24171693.html,14,
We Buy Korea/Japan/Thailand/USACosmetics,"6 Nov, 2018",Philippines,"-Skin Care
-Body Care
-Anything about Beauty Products
-Wholesale
-With minimum orders of at least 6pcs, maximum of 10pcs
-Ok with minimum order of 1 box only
-With proof of Authenticity
-Negotiable Price
-Proof of previous successful transactions in Philippines","Cosmetic,Skin care,Kbeauty,Face mask","Personal Care,Other Skin Care",https://importer.ec21.com/buy-lead/We-Buy-Korea-Japan-Thailand--24211878.html,14,
"We Buy Nature Republic Aloe Vera Gel,KoreanCosmeticsWholesale","26 Mar, 2018",Indonesia,i want to know the quantity of minimum order and the price and the terms of payment and shipping. Thank you.,,"Personal Care,Face Mask",https://importer.ec21.com/buy-lead/We-Buy-Nature-Republic-Aloe--24172441.html,14,
We Buy FamousCosmetic,"20 Mar, 2019",Korea,"we would like to buy famouscosmeticfrom worldwide.
please send me a message in detail.
thanks","ysl,tomford,cosmetic","Personal Care,Other Makeup",https://importer.ec21.com/buy-lead/We-Buy-Famous-Cosmetic--24230739.html,14,
Buy Skin Care andCosmetics,"21 Feb, 2020",Romania,"I want to buy some skin care-cosmetics products, to sell online through youbeauty.ro
We want to launch our shop on 1 apr 2020, and sell products to european market.","skin care,cosmetics,cream,beauty","Personal Care,Other Skin Care",https://importer.ec21.com/buy-lead/Buy-Skin-Care-and-Cosmetics--24269414.html,14,
"We Buy LuxuryCosmetics,Perfumes,Haircare","16 Mar, 2020",China,"Hi,
I'm Kelley from Bay Blue(Hong Kong) Trading Co.,Ltd, as a professional trading company importing famous brand skincare,cosmetics, fragrances, body&hair care, beauty apparatus products.
We import brands listed as below.
Skin Care: Cellcosmet, Clarins, Guerlain, Bonpoint, Estee Lauder, Elizabeth Arden, Helena Rubinstein, Natura Bisse, Revive, Valmont, Zo Skin Health, Skin Ceuticals. 
Fragrance","Luxury cosmetics,perfumes,hair care,beauty equipment","Personal Care,Other Skin Care",https://importer.ec21.com/buy-lead/We-Buy-Luxury-Cosmetics-Perfumes--24272828.html,14,
We Buy ItCosmetics,"15 Jan, 2020",United Kingdom,"I need reliable, genuine Itcosmetics products from suppliers that will ship quickly and package well. Everything from Confidence in a Cream to Foundation to CC Concealer Cream SPF50 Full Coverage. At wholesale prices that are very attractive. I am based in London and trade through an online store. Only wholesalers stocking genuine product need reply.","It Cosmetics,Skincare,The Ordinary,Gymshark","Personal Care,Foundation",https://importer.ec21.com/buy-lead/We-Buy-It-Cosmetics--24266419.html,14,
We Buy KoreanCosmetic,"17 Nov, 2021",Vietnam,"I want to buycosmetics and need to find a Koreancosmeticsupplier who has experience in importing and exportingcosmetics.
whatsapp contact: 0964146650",Korean cosmetics,"Personal Care,Skin Care Serum",https://importer.ec21.com/buy-lead/We-Buy-Korean-Cosmetic--24340034.html,15,
We BuyCosmetic,"3 Jun, 2020",Vietnam,"We need to buycosmetics from the face shop company in Korea:
+ lotion
+ cleanser
+ makeup
+ accessories",Cosmetic,"Personal Care,Face Cream & Lotion",https://importer.ec21.com/buy-lead/We-Buy-Cosmetic--24288115.html,15,
"We Buy I Need ACosmeticSupplier From France, America, Australia, Canada, Korea","21 Jun, 2021",Vietnam,"I am an online seller in Vietnam. need to find a supplier of beauty products, skincare, CIF price, brands like bioderma, la roche posay, obagi, carve, the ordinary,cosmeticlines, 100% authentic, in vietnam american market Product has great potential. If suppliers want to find customers in Vietnam, please contact me. I will bring your products to the Vietnamese market","bioderma,la roche posay,obagi,skincare cosmetics","Personal Care,Other Skin Care",https://importer.ec21.com/buy-lead/We-Buy-I-Need-A--24327272.html,15,
We BuyCosmetic,"16 Sep, 2020",Vietnam,"Lipstick and skincare products such as face cream, lotion, makeup products. Need OEM manufactures. Pls contact me via wechat ID: thuhangps. Thank you","Lipstick,Whitening cream,Lotion,Collagen serum","Personal Care,Lipstick",https://importer.ec21.com/buy-lead/We-Buy-Cosmetic--24302297.html,15,
We Buy We Need OEMCosmeticManafacturer,"16 Sep, 2020",Vietnam,We are from Vietnam and searching Lipstick and skincarecosmeticOEM manafacturers in South Korea. Pls contact me via wechat ID: thuhangps. Thank you.,,"Personal Care,Face Cream & Lotion",https://importer.ec21.com/buy-lead/We-Buy-We-Need-OEM--24302295.html,15,
"We BuyCosmetics,CosmeticAccesories","8 Jul, 2020",India,"All kind of women and men grooming products includescosmeticandcosmeticaccesories. For skin, hair, face complete body grooming products etc. Including make-up brushes, trimmers and men grooming products also","Grooming,Beauty,Beauty accesories,Men women","Personal Care,Face Cream & Lotion",https://importer.ec21.com/buy-lead/We-Buy-Cosmetics-Cosmetic--24293225.html,15,
"We Buy BrandCosmetics(la Mer, Sk-II Etc.)","16 Dec, 2020",China,"Long term purchasing brandcosmetics with much items and quantities . Please contact me for the purchasing list 
Best regards.
Udi 
Whatsapp/Wechat +8618608985866","la mer,SK II,brand cosmetics","Personal Care,Face Cream & Lotion",https://importer.ec21.com/buy-lead/We-Buy-Brand-Cosmetics--24312126.html,15,
"We Buy Pampers, Perfumes ,Cosmetics","10 Apr, 2019",Switzerland,"Hello 
I'm looking for supplier which sell ampers, Perfumes ,Cosmetics , Hygienic Articles Like Shampoo, Lotion, etc.
Please contact me and send me a list of your products and your prices.
Thank you!","Pampers,Perfumes,Cosmetics,Hygienic articles","Personal Care,Perfume",https://importer.ec21.com/buy-lead/We-Buy-Pampers-Perfumes--24233755.html,15,
We BuyCosmeticDisplay Showcase,"27 Jun, 2019",China,"I need onecosmeticdisplay showcase sample to Malaysia.Please contact me immediately.I need the price,the specification.","Cosmetic Display Showcase,display cabinet,display counter,display stand","Service Equipment,Showcase",https://importer.ec21.com/buy-lead/We-Buy-Cosmetic-Display-Showcase--24244184.html,15,
